"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18083","Отмена промокода","tests","Thu Jun 05 05:32:34 GMT 2025","passed","Thu Jun 05 05:32:52 GMT 2025","","test_checkout","",""
"","15764","Переход в карты через листинг адресов курьера","tests","Thu Jun 05 05:54:28 GMT 2025","passed","Thu Jun 05 05:54:44 GMT 2025","","test_checkout","",""
"","20831","Переход с пустой корзины 'На главную'","tests","Thu Jun 05 05:26:56 GMT 2025","passed","Thu Jun 05 05:27:17 GMT 2025","","test_cart","",""
"","31879","Закрытие блока изменения информации","tests","Thu Jun 05 05:28:33 GMT 2025","passed","Thu Jun 05 05:29:05 GMT 2025","","test_cart","",""
"","4741","Переход на домашнюю страницу","tests","Thu Jun 05 06:07:02 GMT 2025","passed","Thu Jun 05 06:07:06 GMT 2025","","test_header_links","",""
"","19290","Закрытие окна Новый получатель через нажатие на пространство вне окна","tests","Thu Jun 05 05:41:24 GMT 2025","passed","Thu Jun 05 05:41:43 GMT 2025","","test_checkout","",""
"","14407","Открытие модального окна Карты через кнопку Пункт выдачи","tests","Thu Jun 05 05:55:44 GMT 2025","passed","Thu Jun 05 05:55:58 GMT 2025","","test_checkout","",""
"","33855","Способы оплаты Онлайн-оплата и Оплата по счету доступны","tests","Thu Jun 05 05:59:15 GMT 2025","passed","Thu Jun 05 05:59:49 GMT 2025","","test_checkout","",""
"","10437","Изменение количества товара через счетчик","tests","Thu Jun 05 05:25:50 GMT 2025","passed","Thu Jun 05 05:26:00 GMT 2025","","test_cart","",""
"","18971","Очистка поля 'Промокод'","tests","Thu Jun 05 05:32:52 GMT 2025","passed","Thu Jun 05 05:33:11 GMT 2025","","test_checkout","",""
"","42633","Редактирование адреса курьера с дополнительной информацией","tests","Thu Jun 05 05:50:27 GMT 2025","passed","Thu Jun 05 05:51:09 GMT 2025","","test_checkout","",""
"","23819","Удаление всего товара (Корзина)","tests","Thu Jun 05 05:26:12 GMT 2025","passed","Thu Jun 05 05:26:36 GMT 2025","","test_cart","",""
"","18217","Активация окна Изменить получателя","tests","Thu Jun 05 05:42:33 GMT 2025","passed","Thu Jun 05 05:42:51 GMT 2025","","test_checkout","",""
"","19828","Открытие окна Изменить получателя","tests","Thu Jun 05 05:44:53 GMT 2025","passed","Thu Jun 05 05:45:13 GMT 2025","","test_checkout","",""
"","10346","Открытие модального окна авторизации","tests","Thu Jun 05 05:20:58 GMT 2025","passed","Thu Jun 05 05:21:09 GMT 2025","","test_cart","",""
"","5520","Переход на страницу 'Магазины'","tests","Thu Jun 05 06:06:50 GMT 2025","passed","Thu Jun 05 06:06:56 GMT 2025","","test_header_links","",""
"","10195","Отправка на печать","tests","Thu Jun 05 05:25:40 GMT 2025","passed","Thu Jun 05 05:25:50 GMT 2025","","test_cart","",""
"","23673","Итоговая стоимость заказа со скидкой по акции","tests","Thu Jun 05 05:34:07 GMT 2025","passed","Thu Jun 05 05:34:31 GMT 2025","","test_checkout","",""
"","52603","Удаление адреса","tests","Thu Jun 05 05:51:43 GMT 2025","passed","Thu Jun 05 05:52:35 GMT 2025","","test_checkout","",""
"","26584","Создание нового получателя со всеми валидными символами в ФИО","tests","Thu Jun 05 05:40:24 GMT 2025","passed","Thu Jun 05 05:40:51 GMT 2025","","test_checkout","",""
"","40197","Переход в чек-аут с пустым аккаунтом","tests","Thu Jun 05 05:21:48 GMT 2025","passed","Thu Jun 05 05:22:29 GMT 2025","","test_cart","",""
"","23097","Ввод валидного адреса курьера","tests","Thu Jun 05 06:04:46 GMT 2025","passed","Thu Jun 05 06:05:09 GMT 2025","","test_checkout","",""
"","28891","Отработка кнопки Назад м Домой","tests","Thu Jun 05 05:54:44 GMT 2025","passed","Thu Jun 05 05:55:13 GMT 2025","","test_checkout","",""
"","5985","Переход на страницу 'Бренды'","tests","Thu Jun 05 06:06:44 GMT 2025","passed","Thu Jun 05 06:06:50 GMT 2025","","test_header_links","",""
"","5661","Переход на страницу 'Круг друзей'","tests","Thu Jun 05 06:07:13 GMT 2025","passed","Thu Jun 05 06:07:19 GMT 2025","","test_header_links","",""
"","43114","Переход на страницы Политика конфиденциальности и Договор-оферта","tests","Thu Jun 05 05:34:59 GMT 2025","passed","Thu Jun 05 05:35:42 GMT 2025","","test_checkout","",""
"","30453","При переключении покупателя меняется цена в блоках Итого и Доставка","tests","Thu Jun 05 06:05:09 GMT 2025","passed","Thu Jun 05 06:05:40 GMT 2025","","test_checkout","",""
"","35683","Сохраниение нового получателя с некоретными даными","tests","Thu Jun 05 06:00:40 GMT 2025","passed","Thu Jun 05 06:01:16 GMT 2025","","test_checkout","",""
"","34159","Способ 'Оплата при получении' доступен","tests","Thu Jun 05 05:56:13 GMT 2025","passed","Thu Jun 05 05:56:47 GMT 2025","","test_checkout","",""
"","16554","Применение валидного промокода к неподходящему товару","tests","Thu Jun 05 05:32:17 GMT 2025","passed","Thu Jun 05 05:32:34 GMT 2025","","test_checkout","",""
"","23317","Отмена удаления получателя","tests","Thu Jun 05 05:43:38 GMT 2025","passed","Thu Jun 05 05:44:01 GMT 2025","","test_checkout","",""
"","39199","Закрытие окна удаления получателя","tests","Thu Jun 05 05:44:01 GMT 2025","passed","Thu Jun 05 05:44:40 GMT 2025","","test_checkout","",""
"","14211","Открытие модального окна Новый получатель через блок Покупатель и получатель","tests","Thu Jun 05 05:41:44 GMT 2025","passed","Thu Jun 05 05:41:58 GMT 2025","","test_checkout","",""
"","26816","Изменение только обязательных полей получателя","tests","Thu Jun 05 05:45:39 GMT 2025","passed","Thu Jun 05 05:46:06 GMT 2025","","test_checkout","",""
"","15213","Кнопка Оформить заказ не активна если у пользователя не выбран получатель и адрес","tests","Thu Jun 05 05:34:44 GMT 2025","passed","Thu Jun 05 05:34:59 GMT 2025","","test_checkout","",""
"","15548","Активация подсказки","tests","Thu Jun 05 05:33:11 GMT 2025","passed","Thu Jun 05 05:33:27 GMT 2025","","test_checkout","",""
"","36396","Способ 'Оплата при получении' не доступен","tests","Thu Jun 05 05:57:13 GMT 2025","passed","Thu Jun 05 05:57:49 GMT 2025","","test_checkout","",""
"","46522","Создание заказа с валидацией JSON-схемы","tests","Thu Jun 05 05:17:21 GMT 2025","passed","Thu Jun 05 05:18:08 GMT 2025","","test_create_order","",""
"","7173","Добавление товара из поиска","tests","Thu Jun 05 05:20:51 GMT 2025","passed","Thu Jun 05 05:20:58 GMT 2025","","test_add_to_cart","",""
"","9965","Переход на страницу 'Видео-обзоры'","tests","Thu Jun 05 06:07:31 GMT 2025","passed","Thu Jun 05 06:07:41 GMT 2025","","test_header_links","",""
"","14392","Переход в листинг адресов через кнопку Курьер","tests","Thu Jun 05 05:53:24 GMT 2025","passed","Thu Jun 05 05:53:39 GMT 2025","","test_checkout","",""
"","34845","Активация окна изменения цены","tests","Thu Jun 05 05:27:58 GMT 2025","passed","Thu Jun 05 05:28:33 GMT 2025","","test_cart","",""
"","18771","Если товар не выбран кнопка 'Оформить заказ' не активна","tests","Thu Jun 05 05:27:39 GMT 2025","passed","Thu Jun 05 05:27:58 GMT 2025","","test_cart","",""
"","20520","Выделение всего товара","tests","Thu Jun 05 05:22:29 GMT 2025","passed","Thu Jun 05 05:22:49 GMT 2025","","test_cart","",""
"","16499","Открытие карты через кнопку Выберите способ и адрес получения","tests","Thu Jun 05 05:55:27 GMT 2025","passed","Thu Jun 05 05:55:44 GMT 2025","","test_checkout","",""
"","13966","Открытие листинга адресов пользователем с адресами (через кнопку Изменить)","tests","Thu Jun 05 05:55:13 GMT 2025","passed","Thu Jun 05 05:55:27 GMT 2025","","test_checkout","",""
"","33392","Вернутся в корзину через кнопку 'Вернутся в корзину'","tests","Thu Jun 05 05:29:36 GMT 2025","passed","Thu Jun 05 05:30:09 GMT 2025","","test_cart","",""
"","21546","Закрытие окна Изменить получателя через нажатие на пространство вне окна","tests","Thu Jun 05 05:46:55 GMT 2025","passed","Thu Jun 05 05:47:16 GMT 2025","","test_checkout","",""
"","26951","Изменение получателя со всеми валидными символами в ФИО","tests","Thu Jun 05 05:46:06 GMT 2025","passed","Thu Jun 05 05:46:33 GMT 2025","","test_checkout","",""
"","26765","Добавление адреса курьера","tests","Thu Jun 05 05:49:02 GMT 2025","passed","Thu Jun 05 05:49:29 GMT 2025","","test_checkout","",""
"","19577","Отмена удаления товара","tests","Thu Jun 05 05:26:36 GMT 2025","passed","Thu Jun 05 05:26:56 GMT 2025","","test_cart","",""
"","41290","Меняю данные получателя на некорректные","tests","Thu Jun 05 06:02:41 GMT 2025","passed","Thu Jun 05 06:03:22 GMT 2025","","test_checkout","",""
"","5291","Переход на страницу 'Гарантии'","tests","Thu Jun 05 06:07:41 GMT 2025","passed","Thu Jun 05 06:07:46 GMT 2025","","test_header_links","",""
"","19690","Выбор нового получателя","tests","Thu Jun 05 05:42:13 GMT 2025","passed","Thu Jun 05 05:42:33 GMT 2025","","test_checkout","",""
"","21463","Удаление товара нажатием на крестик (Корзина)","tests","Thu Jun 05 05:23:54 GMT 2025","passed","Thu Jun 05 05:24:16 GMT 2025","","test_cart","",""
"","21386","В блоке отображается название выбранного контрагента","tests","Thu Jun 05 06:00:19 GMT 2025","passed","Thu Jun 05 06:00:40 GMT 2025","","test_checkout","",""
"","27314","Добавление нового получателя со всеми полями","tests","Thu Jun 05 05:39:07 GMT 2025","passed","Thu Jun 05 05:39:34 GMT 2025","","test_checkout","",""
"","84744","Сохраниение нового получателя с некоретными данными","tests","Thu Jun 05 06:01:16 GMT 2025","passed","Thu Jun 05 06:02:41 GMT 2025","","test_checkout","",""
"","19658","Применение невалидного промокода","tests","Thu Jun 05 05:31:41 GMT 2025","passed","Thu Jun 05 05:32:01 GMT 2025","","test_checkout","",""
"","32861","Редактирование адреса курьера","tests","Thu Jun 05 05:49:41 GMT 2025","passed","Thu Jun 05 05:50:14 GMT 2025","","test_checkout","",""
"","14885","Открытие модального окна Карты через кнопку Курьером","tests","Thu Jun 05 05:55:58 GMT 2025","passed","Thu Jun 05 05:56:13 GMT 2025","","test_checkout","",""
"","30309","Редактирование ПВЗ","tests","Thu Jun 05 05:48:13 GMT 2025","passed","Thu Jun 05 05:48:43 GMT 2025","","test_checkout","",""
"","35408","Способы оплаты Онлайн-оплата и Оплата по счету не доступны","tests","Thu Jun 05 05:58:15 GMT 2025","passed","Thu Jun 05 05:58:50 GMT 2025","","test_checkout","",""
"","14006","Переход в листинг адресов через кнопку Пункт выдачи","tests","Thu Jun 05 05:53:10 GMT 2025","passed","Thu Jun 05 05:53:24 GMT 2025","","test_checkout","",""
"","19471","Активация окно подтверждения удаления","tests","Thu Jun 05 05:42:51 GMT 2025","passed","Thu Jun 05 05:43:11 GMT 2025","","test_checkout","",""
"","24026","Добавление нового получателя только с обязательными полями","tests","Thu Jun 05 05:39:48 GMT 2025","passed","Thu Jun 05 05:40:12 GMT 2025","","test_checkout","",""
"","26573","Изменение всех полей получателя","tests","Thu Jun 05 05:45:13 GMT 2025","passed","Thu Jun 05 05:45:39 GMT 2025","","test_checkout","",""
