"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4128","test_header_link[chromium]","tests.Heder_links","Sat Mar 29 05:17:36 GMT 2025","passed","Sat Mar 29 05:17:40 GMT 2025","","test_news","",""
"","13104","Открытие модального окна Карты через кнопку Курьером","tests","Sat Mar 29 05:49:02 GMT 2025","passed","Sat Mar 29 05:49:15 GMT 2025","","test_checkout","",""
"","4360","test_header_link[chromium]","tests.Heder_links","Sat Mar 29 05:17:13 GMT 2025","passed","Sat Mar 29 05:17:17 GMT 2025","","test_brands","",""
"","13768","Удаление получателя","tests","Sat Mar 29 05:37:50 GMT 2025","passed","Sat Mar 29 05:38:04 GMT 2025","","test_checkout","",""
"","4136","test_header_link[chromium]","tests.Heder_links","Sat Mar 29 05:17:40 GMT 2025","passed","Sat Mar 29 05:17:45 GMT 2025","","test_promos","",""
"","12848","Открытие карты через кнопку Выберите способ и адрес получения","tests","Sat Mar 29 05:48:34 GMT 2025","passed","Sat Mar 29 05:48:47 GMT 2025","","test_checkout","",""
"","19018","Закрытие окна Изменить получателя через нажатие на пространство вне окна","tests","Sat Mar 29 05:41:22 GMT 2025","passed","Sat Mar 29 05:41:41 GMT 2025","","test_checkout","",""
"","33417","Активация окна изменения цены","tests","Sat Mar 29 05:25:05 GMT 2025","passed","Sat Mar 29 05:25:38 GMT 2025","","test_cart","",""
"","13522","Переход в листинг адресов через кнопку Курьер","tests","Sat Mar 29 05:47:28 GMT 2025","passed","Sat Mar 29 05:47:42 GMT 2025","","test_checkout","",""
"","13179","Открытие листинга получателей (через кнопку Изменить)","tests","Sat Mar 29 05:36:43 GMT 2025","passed","Sat Mar 29 05:36:57 GMT 2025","","test_checkout","",""
"","16289","Открытие карт","tests","Sat Mar 29 05:41:41 GMT 2025","passed","Sat Mar 29 05:41:57 GMT 2025","","test_checkout","",""
"","31076","Способ 'Оплата при получении' доступен","tests","Sat Mar 29 05:49:15 GMT 2025","passed","Sat Mar 29 05:49:46 GMT 2025","","test_checkout","",""
"","3914","test_header_link[chromium]","tests.Heder_links","Sat Mar 29 05:17:29 GMT 2025","passed","Sat Mar 29 05:17:32 GMT 2025","","test_how-to-order","",""
"","10083","Изменение цены в блоке калькуляции по части позиций (Счетчик)","tests","Sat Mar 29 05:23:22 GMT 2025","passed","Sat Mar 29 05:23:32 GMT 2025","","test_cart","",""
"","9396","Изменение количества товара через счетчик","tests","Sat Mar 29 05:23:13 GMT 2025","passed","Sat Mar 29 05:23:22 GMT 2025","","test_cart","",""
"","31910","Способы оплаты Онлайн-оплата и Оплата по счету доступны","tests","Sat Mar 29 05:52:10 GMT 2025","passed","Sat Mar 29 05:52:42 GMT 2025","","test_checkout","",""
"","3706","test_header_link[chromium]","tests.Heder_links","Sat Mar 29 05:17:32 GMT 2025","passed","Sat Mar 29 05:17:36 GMT 2025","","test_krug","",""
"","19172","Активация окна авторизации в пустой корзине","tests","Sat Mar 29 05:24:28 GMT 2025","passed","Sat Mar 29 05:24:47 GMT 2025","","test_cart","",""
"","18944","Переход с пустой корзины 'На главную'","tests","Sat Mar 29 05:24:09 GMT 2025","passed","Sat Mar 29 05:24:28 GMT 2025","","test_cart","",""
"","5259","test_header_link[chromium]","tests.Heder_links","Sat Mar 29 05:17:08 GMT 2025","passed","Sat Mar 29 05:17:13 GMT 2025","","test_blogs","",""
"","18618","Удаление всего товара (Корзина)","tests","Sat Mar 29 05:23:32 GMT 2025","passed","Sat Mar 29 05:23:51 GMT 2025","","test_cart","",""
"","4053","test_header_link2[chromium]","tests.Heder_links","Sat Mar 29 05:17:21 GMT 2025","passed","Sat Mar 29 05:17:25 GMT 2025","","test_dostavka-oplata","",""
