"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","28120","Удаление товара нажатием на крестик (Окно изменения цены)","tests","Mon Feb 17 12:56:59 GMT 2025","passed","Mon Feb 17 12:57:27 GMT 2025","","test_cart","",""
"","15242","Активация подсказки","tests","Mon Feb 17 13:00:03 GMT 2025","passed","Mon Feb 17 13:00:18 GMT 2025","","test_checkout","",""
"","17723","Применение невалидного промокода","tests","Mon Feb 17 12:58:35 GMT 2025","passed","Mon Feb 17 12:58:53 GMT 2025","","test_checkout","",""
"","15411","Открытие карт","tests","Mon Feb 17 13:06:43 GMT 2025","passed","Mon Feb 17 13:06:58 GMT 2025","","test_checkout","",""
"","18685","Отмена удаления товара","tests","Mon Feb 17 12:54:42 GMT 2025","passed","Mon Feb 17 12:55:00 GMT 2025","","test_cart","",""
"","18967","Добавление ПВЗ","tests","Mon Feb 17 13:06:58 GMT 2025","passed","Mon Feb 17 13:07:17 GMT 2025","","test_checkout","",""
"","17724","Выбор нового получателя","tests","Mon Feb 17 13:02:21 GMT 2025","passed","Mon Feb 17 13:02:38 GMT 2025","","test_checkout","",""
"","15421","Переход в карты через листинг адресов курьера","tests","Mon Feb 17 13:11:48 GMT 2025","passed","Mon Feb 17 13:12:03 GMT 2025","","test_checkout","",""
"","24170","Отработка кнопки Назад","tests","Mon Feb 17 13:12:03 GMT 2025","passed","Mon Feb 17 13:12:27 GMT 2025","","test_checkout","",""
"","17651","Выбор нового адреса","tests","Mon Feb 17 13:11:00 GMT 2025","passed","Mon Feb 17 13:11:18 GMT 2025","","test_checkout","",""
"","16688","Раскрытие блока 'Промокод'","tests","Mon Feb 17 12:58:53 GMT 2025","passed","Mon Feb 17 12:59:10 GMT 2025","","test_checkout","",""
"","19074","Удаление всего товара (Корзина)","tests","Mon Feb 17 12:54:23 GMT 2025","passed","Mon Feb 17 12:54:42 GMT 2025","","test_cart","",""
"","30459","Переход в чек-аут","tests","Mon Feb 17 12:50:30 GMT 2025","passed","Mon Feb 17 12:51:00 GMT 2025","","test_cart","",""
"","17114","Изменение цены в блоке калькуляции по всем позициям","tests","Mon Feb 17 12:53:13 GMT 2025","passed","Mon Feb 17 12:53:30 GMT 2025","","test_cart","",""
"","19890","Отмена удаления получателя","tests","Mon Feb 17 13:03:31 GMT 2025","passed","Mon Feb 17 13:03:51 GMT 2025","","test_checkout","",""
"","32794","Активация окна изменения цены","tests","Mon Feb 17 12:55:58 GMT 2025","passed","Mon Feb 17 12:56:31 GMT 2025","","test_cart","",""
"","17775","Если товар не выбран кнопка 'Оформить заказ' не активна","tests","Mon Feb 17 12:55:41 GMT 2025","passed","Mon Feb 17 12:55:58 GMT 2025","","test_cart","",""
"","14077","Переход в листинг адресов через кнопку Курьер","tests","Mon Feb 17 13:11:33 GMT 2025","passed","Mon Feb 17 13:11:48 GMT 2025","","test_checkout","",""
"","26730","Вернутся в корзину через нажатие на пространство вне окна","tests","Mon Feb 17 12:57:54 GMT 2025","passed","Mon Feb 17 12:58:21 GMT 2025","","test_cart","",""
"","17646","Очистка поля 'Промокод'","tests","Mon Feb 17 12:59:45 GMT 2025","passed","Mon Feb 17 13:00:03 GMT 2025","","test_checkout","",""
"","7386","test_header_link[chromium]","tests.Heder_links","Mon Feb 17 12:48:53 GMT 2025","passed","Mon Feb 17 12:49:01 GMT 2025","","test_blogs","",""
"","15588","Переход в листинг адресов через кнопку Пункт выдачи","tests","Mon Feb 17 13:11:18 GMT 2025","passed","Mon Feb 17 13:11:33 GMT 2025","","test_checkout","",""
"","5209","test_header_link[chromium]","tests.Heder_links","Mon Feb 17 12:49:25 GMT 2025","passed","Mon Feb 17 12:49:30 GMT 2025","","test_krug","",""
"","18414","Закрытие окна Изменить получателя через крестик","tests","Mon Feb 17 13:05:51 GMT 2025","passed","Mon Feb 17 13:06:09 GMT 2025","","test_checkout","",""
"","4294","test_header_link[chromium]","tests.Heder_links","Mon Feb 17 12:49:21 GMT 2025","passed","Mon Feb 17 12:49:25 GMT 2025","","test_how-to-order","",""
"","16748","Активация окно подтверждения удаления","tests","Mon Feb 17 13:02:55 GMT 2025","passed","Mon Feb 17 13:03:12 GMT 2025","","test_checkout","",""
"","16368","Закрытие окна Новый получатель через крестик","tests","Mon Feb 17 13:01:46 GMT 2025","passed","Mon Feb 17 13:02:03 GMT 2025","","test_checkout","",""
"","14721","Открытие листинга адресов пользователем с адресами","tests","Mon Feb 17 13:06:28 GMT 2025","passed","Mon Feb 17 13:06:43 GMT 2025","","test_checkout","",""
"","16549","Открытие окна Изменить получателя","tests","Mon Feb 17 13:04:28 GMT 2025","passed","Mon Feb 17 13:04:44 GMT 2025","","test_checkout","",""
