"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19341","Если товар не выбран кнопка 'Оформить заказ' не активна","tests","Sat Aug 09 14:22:55 GMT 2025","passed","Sat Aug 09 14:23:14 GMT 2025","","test_cart","",""
"","23979","Отмена удаления получателя","tests","Sat Aug 09 14:37:21 GMT 2025","passed","Sat Aug 09 14:37:45 GMT 2025","","test_checkout","",""
"","22309","Число рядом с кнопкой удалить","tests","Sat Aug 09 14:19:18 GMT 2025","passed","Sat Aug 09 14:19:41 GMT 2025","","test_cart","",""
"","16070","Переход в карты через листинг адресов курьера","tests","Sat Aug 09 14:46:31 GMT 2025","passed","Sat Aug 09 14:46:47 GMT 2025","","test_checkout","",""
"","18434","Открытие карт","tests","Sat Aug 09 14:40:53 GMT 2025","passed","Sat Aug 09 14:41:12 GMT 2025","","test_checkout","",""
"","24965","Создание нового получателя со всеми валидными символами в ФИО","tests","Sat Aug 09 14:34:11 GMT 2025","passed","Sat Aug 09 14:34:36 GMT 2025","","test_checkout","",""
"","20257","Изменение цены в блоке калькуляции по части позиций (Чек-бокс)","tests","Sat Aug 09 14:20:41 GMT 2025","passed","Sat Aug 09 14:21:01 GMT 2025","","test_cart","",""
"","19733","Выбор нового получателя","tests","Sat Aug 09 14:35:57 GMT 2025","passed","Sat Aug 09 14:36:17 GMT 2025","","test_checkout","",""
"","14662","Открытие модального окна Карты через кнопку Пункт выдачи","tests","Sat Aug 09 14:47:48 GMT 2025","passed","Sat Aug 09 14:48:03 GMT 2025","","test_checkout","",""
"","22411","Ввод валидного адреса курьера","tests","Sat Aug 09 14:56:25 GMT 2025","passed","Sat Aug 09 14:56:47 GMT 2025","","test_checkout","",""
"","18699","Закрытие окна Новый получатель через нажатие на пространство вне окна","tests","Sat Aug 09 14:35:08 GMT 2025","passed","Sat Aug 09 14:35:27 GMT 2025","","test_checkout","",""
"","18517","Выделение всего товара","tests","Sat Aug 09 14:18:39 GMT 2025","passed","Sat Aug 09 14:18:57 GMT 2025","","test_cart","",""
"","5481","Переход на домашнюю страницу","tests","Sat Aug 09 15:00:38 GMT 2025","passed","Sat Aug 09 15:00:44 GMT 2025","","test_header_links","",""
"","19207","Отмена промокода","tests","Sat Aug 09 14:27:20 GMT 2025","passed","Sat Aug 09 14:27:40 GMT 2025","","test_checkout","",""
"","41802","Меняю данные получателя на некорректные","tests","Sat Aug 09 14:54:20 GMT 2025","passed","Sat Aug 09 14:55:02 GMT 2025","","test_checkout","",""
"","19013","Активация окно подтверждения удаления","tests","Sat Aug 09 14:36:37 GMT 2025","passed","Sat Aug 09 14:36:56 GMT 2025","","test_checkout","",""
"","40476","Переход в чек-аут","tests","Sat Aug 09 14:17:18 GMT 2025","passed","Sat Aug 09 14:17:58 GMT 2025","","test_cart","",""
"","81168","Сохраниение нового получателя с некоретными данными","tests","Sat Aug 09 14:52:59 GMT 2025","passed","Sat Aug 09 14:54:20 GMT 2025","","test_checkout","",""
"","21019","Активация окна Удалить адрес","tests","Sat Aug 09 14:44:47 GMT 2025","passed","Sat Aug 09 14:45:08 GMT 2025","","test_checkout","",""
"","6720","Переход на страницу 'Круг друзей'","tests","Sat Aug 09 15:00:50 GMT 2025","passed","Sat Aug 09 15:00:57 GMT 2025","","test_header_links","",""
"","33507","Способ 'Оплата при получении' доступен","tests","Sat Aug 09 14:48:17 GMT 2025","passed","Sat Aug 09 14:48:51 GMT 2025","","test_checkout","",""
"","29126","Отработка кнопки Назад и Домой","tests","Sat Aug 09 14:46:47 GMT 2025","passed","Sat Aug 09 14:47:16 GMT 2025","","test_checkout","",""
"","14146","Кнопка Оформить заказ не активна если у пользователя не выбран получатель и адрес","tests","Sat Aug 09 14:29:26 GMT 2025","passed","Sat Aug 09 14:29:40 GMT 2025","","test_checkout","",""
"","25176","Добавление нового получателя только с обязательными полями","tests","Sat Aug 09 14:33:34 GMT 2025","passed","Sat Aug 09 14:33:59 GMT 2025","","test_checkout","",""
