"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","68091","Вернутся в корзину через кнопку 'Вернутся в корзину'","tests","2026-06-11","passed","2026-06-11","","test_cart","",""
"","38543","Закрытие окна Изменить получателя через крестик","tests","2026-06-11","passed","2026-06-11","","test_checkout","",""
"","36526","Добавление ПВЗ","tests","2026-06-11","passed","2026-06-11","","test_checkout","",""
"","70622","Переход на страницы Политика конфиденциальности и Договор-оферта","tests","2026-06-11","passed","2026-06-11","","test_checkout","",""
"","17272","Открытие модального окна Новый получатель через блок Покупатель и получатель","tests","2026-06-11","passed","2026-06-11","","test_checkout","",""
"","22307","Кнопка Оформить заказ не активна если у пользователя не выбран получатель и адрес","tests","2026-06-11","passed","2026-06-11","","test_checkout","",""
"","25132","Очистка поля 'Промокод'","tests","2026-06-11","passed","2026-06-11","","test_checkout","",""
"","103482","При достижении определенной суммы стоимость доставки равна 0","tests","2026-06-11","passed","2026-06-11","","test_checkout","",""
"","28683","Выделение всего товара","tests","2026-06-11","passed","2026-06-11","","test_cart","",""
"","11611","Добавление товара из карточки товара","tests","2026-06-11","passed","2026-06-11","","test_add_to_cart","",""
"","50998","Отмена удаления получателя","tests","2026-06-11","passed","2026-06-11","","test_checkout","",""
"","32874","Активация окна авторизации в пустой корзине","tests","2026-06-11","passed","2026-06-11","","test_cart","",""
"","24451","Раскрытие блока 'Промокод'","tests","2026-06-11","passed","2026-06-11","","test_checkout","",""
"","40767","Число рядом с кнопкой удалить","tests","2026-06-11","passed","2026-06-11","","test_cart","",""
"","49074","Итоговая стоимость заказа с промокодом и доставкой","tests","2026-06-11","passed","2026-06-11","","test_checkout","",""
"","34357","Применение невалидного промокода","tests","2026-06-11","passed","2026-06-11","","test_checkout","",""
"","25792","Активация окна Изменить получателя","tests","2026-06-11","passed","2026-06-11","","test_checkout","",""
"","60828","Добавление нового получателя только с обязательными полями","tests","2026-06-11","passed","2026-06-11","","test_checkout","",""
"","38114","Закрытие окна Новый получатель через крестик","tests","2026-06-11","passed","2026-06-11","","test_checkout","",""
"","38744","Применение валидного промокода к неподходящему товару","tests","2026-06-11","passed","2026-06-11","","test_checkout","",""
"","50999","Удаление товара нажатием на крестик (Окно изменения цены)","tests","2026-06-11","passed","2026-06-11","","test_cart","",""
