"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","34152","Способы оплаты Онлайн-оплата и Оплата по счету доступны","tests","Tue Mar 25 14:54:07 GMT 2025","passed","Tue Mar 25 14:54:41 GMT 2025","","test_checkout","",""
"","18959","Удаление всего товара (Корзина)","tests","Tue Mar 25 14:24:19 GMT 2025","passed","Tue Mar 25 14:24:38 GMT 2025","","test_cart","",""
"","21607","Добавление ПВЗ","tests","Tue Mar 25 14:43:39 GMT 2025","passed","Tue Mar 25 14:44:00 GMT 2025","","test_checkout","",""
"","19083","Выбор нового адреса","tests","Tue Mar 25 14:48:41 GMT 2025","passed","Tue Mar 25 14:49:00 GMT 2025","","test_checkout","",""
"","17916","Открытие карт","tests","Tue Mar 25 14:43:21 GMT 2025","passed","Tue Mar 25 14:43:39 GMT 2025","","test_checkout","",""
"","16101","Очистка поля 'Промокод'","tests","Tue Mar 25 14:29:58 GMT 2025","passed","Tue Mar 25 14:30:15 GMT 2025","","test_checkout","",""
"","13635","Переход в листинг адресов через кнопку Пункт выдачи","tests","Tue Mar 25 14:49:00 GMT 2025","passed","Tue Mar 25 14:49:14 GMT 2025","","test_checkout","",""
"","17091","Изменение цены в блоке калькуляции по всем позициям","tests","Tue Mar 25 14:23:12 GMT 2025","passed","Tue Mar 25 14:23:29 GMT 2025","","test_cart","",""
"","34177","Способ 'Оплата при получении' доступен","tests","Tue Mar 25 14:51:09 GMT 2025","passed","Tue Mar 25 14:51:43 GMT 2025","","test_checkout","",""
"","26004","Добавление нового получателя со всеми полями","tests","Tue Mar 25 14:35:23 GMT 2025","passed","Tue Mar 25 14:35:49 GMT 2025","","test_checkout","",""
"","15563","Активация подсказки","tests","Tue Mar 25 14:30:15 GMT 2025","passed","Tue Mar 25 14:30:30 GMT 2025","","test_checkout","",""
"","18350","Активация окно подтверждения удаления","tests","Tue Mar 25 14:39:03 GMT 2025","passed","Tue Mar 25 14:39:21 GMT 2025","","test_checkout","",""
"","6823","Добавление товара из поиска","tests","Tue Mar 25 14:18:47 GMT 2025","passed","Tue Mar 25 14:18:53 GMT 2025","","test_add_to_cart","",""
"","19098","Открытие окна Изменить получателя","tests","Tue Mar 25 14:41:02 GMT 2025","passed","Tue Mar 25 14:41:21 GMT 2025","","test_checkout","",""
"","9867","Изменение количества товара через счетчик","tests","Tue Mar 25 14:23:59 GMT 2025","passed","Tue Mar 25 14:24:09 GMT 2025","","test_cart","",""
"","8862","Добавление товара из карточки товара","tests","Tue Mar 25 14:18:38 GMT 2025","passed","Tue Mar 25 14:18:47 GMT 2025","","test_add_to_cart","",""
"","8570","Открытие модального окна авторизации","tests","Tue Mar 25 14:18:54 GMT 2025","passed","Tue Mar 25 14:19:02 GMT 2025","","test_cart","",""
"","13030","Кнопка Оформить заказ не активна если у пользователя не выбран получатель и адрес","tests","Tue Mar 25 14:31:44 GMT 2025","passed","Tue Mar 25 14:31:57 GMT 2025","","test_checkout","",""
"","73147","Переход в чек-аут с пустым аккаунтом","tests","Tue Mar 25 14:20:18 GMT 2025","passed","Tue Mar 25 14:21:31 GMT 2025","","test_cart","",""
"","15244","Добавление товара из листинга","tests","Tue Mar 25 14:18:22 GMT 2025","passed","Tue Mar 25 14:18:38 GMT 2025","","test_add_to_cart","",""
"","25751","Изменение только обязательных полей получателя","tests","Tue Mar 25 14:41:48 GMT 2025","passed","Tue Mar 25 14:42:13 GMT 2025","","test_checkout","",""
"","3174","Переход на домашнюю страницу","tests.Heder_links","Tue Mar 25 14:17:49 GMT 2025","passed","Tue Mar 25 14:17:52 GMT 2025","","test_home","",""
"","20519","Переход с пустой корзины 'На главную'","tests","Tue Mar 25 14:24:57 GMT 2025","passed","Tue Mar 25 14:25:18 GMT 2025","","test_cart","",""
"","15000","Открытие листинга адресов пользователем с адресами (через кнопку Изменить)","tests","Tue Mar 25 14:50:09 GMT 2025","passed","Tue Mar 25 14:50:24 GMT 2025","","test_checkout","",""
"","19260","Отмена удаления товара","tests","Tue Mar 25 14:24:38 GMT 2025","passed","Tue Mar 25 14:24:57 GMT 2025","","test_cart","",""
"","4610","test_header_link[chromium]","tests.Heder_links","Tue Mar 25 14:17:36 GMT 2025","passed","Tue Mar 25 14:17:41 GMT 2025","","test_brands","",""
"","15646","Раскрытие блока 'Промокод'","tests","Tue Mar 25 14:29:07 GMT 2025","passed","Tue Mar 25 14:29:22 GMT 2025","","test_checkout","",""
"","19897","Выделение части товара","tests","Tue Mar 25 14:21:50 GMT 2025","passed","Tue Mar 25 14:22:10 GMT 2025","","test_cart","",""
"","18973","Отмена промокода","tests","Tue Mar 25 14:29:39 GMT 2025","passed","Tue Mar 25 14:29:58 GMT 2025","","test_checkout","",""
"","4904","test_header_link[chromium]","tests.Heder_links","Tue Mar 25 14:18:01 GMT 2025","passed","Tue Mar 25 14:18:06 GMT 2025","","test_news","",""
"","19627","Закрытие окна Изменить получателя через нажатие на пространство вне окна","tests","Tue Mar 25 14:43:01 GMT 2025","passed","Tue Mar 25 14:43:21 GMT 2025","","test_checkout","",""
"","75939","Переход в чек-аут","tests","Tue Mar 25 14:19:02 GMT 2025","passed","Tue Mar 25 14:20:18 GMT 2025","","test_cart","",""
"","32896","Способ 'Оплата при получении' не доступен","tests","Tue Mar 25 14:52:09 GMT 2025","passed","Tue Mar 25 14:52:42 GMT 2025","","test_checkout","",""
"","42370","Переход на страницы Политика конфиденциальности и Договор-оферта","tests","Tue Mar 25 14:31:57 GMT 2025","passed","Tue Mar 25 14:32:40 GMT 2025","","test_checkout","",""
"","4647","test_header_link[chromium]","tests.Heder_links","Tue Mar 25 14:18:13 GMT 2025","passed","Tue Mar 25 14:18:18 GMT 2025","","test_video","",""
"","35262","Стоимость доставки не определена","tests","Tue Mar 25 14:34:22 GMT 2025","passed","Tue Mar 25 14:34:57 GMT 2025","","test_checkout","",""
"","14133","Удаление получателя","tests","Tue Mar 25 14:39:21 GMT 2025","passed","Tue Mar 25 14:39:35 GMT 2025","","test_checkout","",""
"","4320","test_header_link[chromium]","tests.Heder_links","Tue Mar 25 14:17:57 GMT 2025","passed","Tue Mar 25 14:18:01 GMT 2025","","test_krug","",""
"","14111","Открытие карты через кнопку Выберите способ и адрес получения","tests","Tue Mar 25 14:50:24 GMT 2025","passed","Tue Mar 25 14:50:39 GMT 2025","","test_checkout","",""
"","4245","test_header_link2[chromium]","tests.Heder_links","Tue Mar 25 14:17:45 GMT 2025","passed","Tue Mar 25 14:17:49 GMT 2025","","test_dostavka-oplata","",""
"","24713","Добавление нового получателя только с обязательными полями","tests","Tue Mar 25 14:36:02 GMT 2025","passed","Tue Mar 25 14:36:26 GMT 2025","","test_checkout","",""
"","14678","Переход в листинг адресов через кнопку Курьер","tests","Tue Mar 25 14:49:14 GMT 2025","passed","Tue Mar 25 14:49:29 GMT 2025","","test_checkout","",""
"","34629","Способы оплаты Онлайн-оплата и Оплата по счету не доступны","tests","Tue Mar 25 14:53:07 GMT 2025","passed","Tue Mar 25 14:53:42 GMT 2025","","test_checkout","",""
"","23445","Отмена удаления получателя","tests","Tue Mar 25 14:39:48 GMT 2025","passed","Tue Mar 25 14:40:11 GMT 2025","","test_checkout","",""
"","13903","Открытие листинга получателей (через кнопку Изменить)","tests","Tue Mar 25 14:38:10 GMT 2025","passed","Tue Mar 25 14:38:24 GMT 2025","","test_checkout","",""
"","22155","Итоговая стоимость заказа со скидкой по акции","tests","Tue Mar 25 14:31:09 GMT 2025","passed","Tue Mar 25 14:31:32 GMT 2025","","test_checkout","",""
"","26461","Итоговая стоимость заказа с промокодом и доставкой","tests","Tue Mar 25 14:30:30 GMT 2025","passed","Tue Mar 25 14:30:57 GMT 2025","","test_checkout","",""
"","51489","При достижении определенной суммы стоимость доставки равна 0","tests","Tue Mar 25 14:33:05 GMT 2025","passed","Tue Mar 25 14:33:57 GMT 2025","","test_checkout","",""
"","25281","Отработка кнопки Назад","tests","Tue Mar 25 14:49:44 GMT 2025","passed","Tue Mar 25 14:50:09 GMT 2025","","test_checkout","",""
