"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5830","test_header_link[chromium]","tests.Heder_links","Fri Jan 10 01:52:04 GMT 2025","passed","Fri Jan 10 01:52:10 GMT 2025","","test_blogs","",""
"","7382","Добавление товара из карточки товара","tests","Fri Jan 10 01:53:05 GMT 2025","passed","Fri Jan 10 01:53:13 GMT 2025","","test_add_to_cart","",""
"","17064","Выделение всего товара","tests","Fri Jan 10 01:53:58 GMT 2025","passed","Fri Jan 10 01:54:15 GMT 2025","","test_cart","",""
"","21793","Изменение получателя со всеми валидными символами в ФИО","tests","Fri Jan 10 02:06:06 GMT 2025","passed","Fri Jan 10 02:06:27 GMT 2025","","test_checkout","",""
"","17046","Отмена удаления товара","tests","Fri Jan 10 01:56:51 GMT 2025","passed","Fri Jan 10 01:57:08 GMT 2025","","test_cart","",""
"","14852","Очистка поля 'Промокод'","tests","Fri Jan 10 02:01:44 GMT 2025","passed","Fri Jan 10 02:01:58 GMT 2025","","test_checkout","",""
"","14181","Применение валидного промокода","tests","Fri Jan 10 02:00:24 GMT 2025","passed","Fri Jan 10 02:00:38 GMT 2025","","test_checkout","",""
"","16360","Если товар не выбран кнопка 'Оформить заказ' не активна","tests","Fri Jan 10 01:57:46 GMT 2025","passed","Fri Jan 10 01:58:02 GMT 2025","","test_cart","",""
"","0","Авторизуюсь через testmail.app","tests","Fri Jan 10 01:53:19 GMT 2025","skipped","Fri Jan 10 01:53:19 GMT 2025","","test_autorization","",""
"","17576","Закрытие окна Изменить получателя через нажатие на пространство вне окна","tests","Fri Jan 10 02:06:44 GMT 2025","passed","Fri Jan 10 02:07:02 GMT 2025","","test_checkout","",""
"","4890","test_header_link[chromium]","tests.Heder_links","Fri Jan 10 01:52:36 GMT 2025","passed","Fri Jan 10 01:52:41 GMT 2025","","test_news","",""
"","17310","Удаление товара нажатием на крестик (Корзина)","tests","Fri Jan 10 01:55:15 GMT 2025","passed","Fri Jan 10 01:55:32 GMT 2025","","test_cart","",""
"","8063","Открытие модального окна авторизации","tests","Fri Jan 10 01:53:19 GMT 2025","passed","Fri Jan 10 01:53:28 GMT 2025","","test_cart","",""
"","16876","Удаление всего товара (Корзина)","tests","Fri Jan 10 01:56:34 GMT 2025","passed","Fri Jan 10 01:56:51 GMT 2025","","test_cart","",""
"","3915","test_header_link[chromium]","tests.Heder_links","Fri Jan 10 01:52:50 GMT 2025","passed","Fri Jan 10 01:52:54 GMT 2025","","test_warranty","",""
"","25741","Вернутся в корзину через кнопку 'Вернутся в корзину'","tests","Fri Jan 10 01:59:22 GMT 2025","passed","Fri Jan 10 01:59:48 GMT 2025","","test_cart","",""
"","13980","Активация подсказки","tests","Fri Jan 10 02:01:58 GMT 2025","passed","Fri Jan 10 02:02:12 GMT 2025","","test_checkout","",""
"","4264","test_header_link[chromium]","tests.Heder_links","Fri Jan 10 01:52:15 GMT 2025","passed","Fri Jan 10 01:52:19 GMT 2025","","test_contacts","",""
"","0","test_create_order[chromium]","tests","Fri Jan 10 02:07:02 GMT 2025","skipped","Fri Jan 10 02:07:02 GMT 2025","","test_create_order","",""
"","0","Активация блока 'Недоступно для заказа'","tests","Fri Jan 10 02:00:14 GMT 2025","skipped","Fri Jan 10 02:00:14 GMT 2025","","test_cart","",""
"","3582","test_header_link2[chromium]","tests.Heder_links","Fri Jan 10 01:52:19 GMT 2025","passed","Fri Jan 10 01:52:23 GMT 2025","","test_dostavka-oplata","",""
"","4445","test_header_link[chromium]","tests.Heder_links","Fri Jan 10 01:52:46 GMT 2025","passed","Fri Jan 10 01:52:50 GMT 2025","","test_video","",""
"","10963","Добавление товара из листинга","tests","Fri Jan 10 01:52:54 GMT 2025","passed","Fri Jan 10 01:53:05 GMT 2025","","test_add_to_cart","",""
"","18090","Активация окна авторизации в пустой корзине","tests","Fri Jan 10 01:57:28 GMT 2025","passed","Fri Jan 10 01:57:46 GMT 2025","","test_cart","",""
"","9277","Изменение количества товара через счетчик","tests","Fri Jan 10 01:56:15 GMT 2025","passed","Fri Jan 10 01:56:24 GMT 2025","","test_cart","",""
"","6546","test_header_link[chromium]","tests.Heder_links","Fri Jan 10 01:52:26 GMT 2025","passed","Fri Jan 10 01:52:32 GMT 2025","","test_how-to-order","",""
"","2837","Переход на домашнюю страницу","tests.Heder_links","Fri Jan 10 01:52:23 GMT 2025","passed","Fri Jan 10 01:52:25 GMT 2025","","test_home","",""
"","0","Удаление всего товара в блоке (Блок 'Недоступно для заказа')","tests","Fri Jan 10 02:00:14 GMT 2025","skipped","Fri Jan 10 02:00:14 GMT 2025","","test_cart","",""
"","17332","Удаление получателя","tests","Fri Jan 10 02:04:32 GMT 2025","passed","Fri Jan 10 02:04:49 GMT 2025","","test_checkout","",""
"","29650","Активация окна изменения цены","tests","Fri Jan 10 01:58:02 GMT 2025","passed","Fri Jan 10 01:58:32 GMT 2025","","test_cart","",""
"","19237","Выделение части товара","tests","Fri Jan 10 01:54:15 GMT 2025","passed","Fri Jan 10 01:54:34 GMT 2025","","test_cart","",""
"","18603","Отмена удаления получателя","tests","Fri Jan 10 02:04:49 GMT 2025","passed","Fri Jan 10 02:05:08 GMT 2025","","test_checkout","",""
