"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","66701","При достижении определенной суммы стоимость доставки равна 0","tests","2026-07-12","passed","2026-07-12","","test_checkout","",""
"","39605","Редактирование адреса курьера","tests","2026-07-12","passed","2026-07-12","","test_checkout","",""
"","30784","Изменение всех полей получателя","tests","2026-07-12","passed","2026-07-12","","test_checkout","",""
"","17277","Кнопка Оформить заказ не активна если у пользователя не выбран получатель и адрес","tests","2026-07-12","passed","2026-07-12","","test_checkout","",""
"","29382","Добавление нового получателя со всеми полями","tests","2026-07-12","passed","2026-07-12","","test_checkout","",""
"","21916","Закрытие окна Новый получатель через крестик","tests","2026-07-12","passed","2026-07-12","","test_checkout","",""
"","27500","Число рядом с кнопкой удалить","tests","2026-07-12","passed","2026-07-12","","test_cart","",""
"","8309","Переход на страницу 'Акции'","tests","2026-07-12","passed","2026-07-12","","test_header_links","",""
"","22258","Активация окна Удалить адрес","tests","2026-07-12","passed","2026-07-12","","test_checkout","",""
"","27251","Переход с пустой корзины 'На главную'","tests","2026-07-12","passed","2026-07-12","","test_cart","",""
"","12411","Отправка на печать","tests","2026-07-12","passed","2026-07-12","","test_cart","",""
"","43537","Переход в чек-аут","tests","2026-07-12","passed","2026-07-12","","test_cart","",""
"","6624","Создание заказа с валидацией JSON-схемы","tests","2026-07-12","failed","2026-07-12","","test_create_order","",""
"","88325","Сохранение нового получателя с некорректным ФИО","tests","2026-07-12","failed","2026-07-12","","test_checkout","",""
"","23963","Изменение цены в блоке калькуляции по всем позициям","tests","2026-07-12","passed","2026-07-12","","test_cart","",""
"","25805","Отмена удаления товара","tests","2026-07-12","passed","2026-07-12","","test_cart","",""
"","37735","Способы оплаты Онлайн-оплата и Оплата по счету не доступны","tests","2026-07-12","passed","2026-07-12","","test_checkout","",""
"","16726","Открытие модального окна Карты через кнопку Курьером","tests","2026-07-12","passed","2026-07-12","","test_checkout","",""
"","23854","Если товар не выбран кнопка 'Оформить заказ' не активна","tests","2026-07-12","passed","2026-07-12","","test_cart","",""
"","23244","Удаление адреса","tests","2026-07-12","passed","2026-07-12","","test_checkout","",""
"","41833","Удаление товара нажатием на крестик (Окно изменения цены)","tests","2026-07-12","passed","2026-07-12","","test_cart","",""
"","22285","Активация окна Изменить получателя","tests","2026-07-12","passed","2026-07-12","","test_checkout","",""
"","7529","Переход на страницу 'Круг друзей'","tests","2026-07-12","passed","2026-07-12","","test_header_links","",""
"","43461","Способ 'Оплата при получении' доступен","tests","2026-07-12","passed","2026-07-12","","test_checkout","",""
"","29115","Удаление товара нажатием на кнопку 'Удалить'","tests","2026-07-12","passed","2026-07-12","","test_cart","",""
"","15803","Переход в листинг адресов через кнопку Курьер","tests","2026-07-12","passed","2026-07-12","","test_checkout","",""
"","86000","Сохраниение нового получателя с некоретными данными","tests","2026-07-12","passed","2026-07-12","","test_checkout","",""
"","16716","Переход в листинг адресов через кнопку Пункт выдачи","tests","2026-07-12","passed","2026-07-12","","test_checkout","",""
