"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19739","Удаление адреса","tests","Thu Jul 10 05:49:42 GMT 2025","passed","Thu Jul 10 05:50:02 GMT 2025","","test_checkout","",""
"","13427","Активация подсказки","tests","Thu Jul 10 05:33:25 GMT 2025","passed","Thu Jul 10 05:33:39 GMT 2025","","test_checkout","",""
"","6665","Добавление товара из поиска","tests","Thu Jul 10 05:24:00 GMT 2025","passed","Thu Jul 10 05:24:07 GMT 2025","","test_add_to_cart","",""
"","16973","Закрытие окна Новый получатель через крестик","tests","Thu Jul 10 05:40:16 GMT 2025","passed","Thu Jul 10 05:40:33 GMT 2025","","test_checkout","",""
"","17692","Отмена удаления товара","tests","Thu Jul 10 05:28:22 GMT 2025","passed","Thu Jul 10 05:28:40 GMT 2025","","test_cart","",""
"","30472","Активация окна изменения цены","tests","Thu Jul 10 05:29:32 GMT 2025","passed","Thu Jul 10 05:30:03 GMT 2025","","test_cart","",""
"","30156","Редактирование адреса курьера","tests","Thu Jul 10 05:47:50 GMT 2025","passed","Thu Jul 10 05:48:21 GMT 2025","","test_checkout","",""
"","12728","Кнопка Оформить заказ не активна если у пользователя не выбран получатель и адрес","tests","Thu Jul 10 05:34:54 GMT 2025","passed","Thu Jul 10 05:35:07 GMT 2025","","test_checkout","",""
"","13478","Удаление получателя","tests","Thu Jul 10 05:42:08 GMT 2025","passed","Thu Jul 10 05:42:21 GMT 2025","","test_checkout","",""
"","37145","Создание нового получателя со всеми валидными символами в ФИО","tests","Thu Jul 10 05:39:27 GMT 2025","passed","Thu Jul 10 05:40:04 GMT 2025","","test_checkout","",""
"","7339","Переход на страницу 'Статьи'","tests","Thu Jul 10 06:03:26 GMT 2025","passed","Thu Jul 10 06:03:34 GMT 2025","","test_header_links","",""
"","18122","Выбор нового адреса","tests","Thu Jul 10 05:50:14 GMT 2025","passed","Thu Jul 10 05:50:32 GMT 2025","","test_checkout","",""
