"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4661","test_header_link[chromium]","tests.Heder_links","Sun Jan 05 01:56:54 GMT 2025","passed","Sun Jan 05 01:56:58 GMT 2025","","test_news","",""
"","13928","Раскрытие блока 'Промокод'","tests","Sun Jan 05 02:04:58 GMT 2025","passed","Sun Jan 05 02:05:12 GMT 2025","","test_checkout","",""
"","0","Удаление всего товара в блоке (Блок 'Недоступно для заказа')","tests","Sun Jan 05 02:04:22 GMT 2025","skipped","Sun Jan 05 02:04:22 GMT 2025","","test_cart","",""
"","15578","Закрытие окна Изменить получателя через нажатие на пространство вне окна","tests","Sun Jan 05 02:12:20 GMT 2025","passed","Sun Jan 05 02:12:35 GMT 2025","","test_checkout","",""
"","19021","Добавление нового получателя со всеми полями","tests","Sun Jan 05 02:07:57 GMT 2025","passed","Sun Jan 05 02:08:16 GMT 2025","","test_checkout","",""
"","25453","Закрытие блока изменения информации","tests","Sun Jan 05 02:02:42 GMT 2025","passed","Sun Jan 05 02:03:07 GMT 2025","","test_cart","",""
"","17333","Удаление всего товара (Корзина)","tests","Sun Jan 05 02:00:45 GMT 2025","passed","Sun Jan 05 02:01:02 GMT 2025","","test_cart","",""
"","15929","Очистка поля 'Промокод'","tests","Sun Jan 05 02:07:27 GMT 2025","passed","Sun Jan 05 02:07:43 GMT 2025","","test_checkout","",""
"","0","Активация блока 'Недоступно для заказа'","tests","Sun Jan 05 02:04:22 GMT 2025","skipped","Sun Jan 05 02:04:22 GMT 2025","","test_cart","",""
"","19051","Изменение только обязательных полей получателя","tests","Sun Jan 05 02:11:23 GMT 2025","passed","Sun Jan 05 02:11:42 GMT 2025","","test_checkout","",""
"","3507","test_header_link2[chromium]","tests.Heder_links","Sun Jan 05 01:56:38 GMT 2025","passed","Sun Jan 05 01:56:41 GMT 2025","","test_dostavka-oplata","",""
