"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31091","Добавление товара из карточки товара","tests","Tue Sep 02 14:15:17 UTC 2025","broken","Tue Sep 02 14:15:48 UTC 2025","","test_add_to_cart","",""
"","11226","Применение валидного промокода","tests","Tue Sep 02 14:59:25 UTC 2025","broken","Tue Sep 02 14:59:37 UTC 2025","","test_checkout","",""
"","22649","Закрытие окна Новый получатель через нажатие на пространство вне окна","tests","Tue Sep 02 15:11:10 UTC 2025","broken","Tue Sep 02 15:11:33 UTC 2025","","test_checkout","",""
"","47232","Удаление товара нажатием на кнопку 'Удалить'","tests","Tue Sep 02 14:30:02 UTC 2025","broken","Tue Sep 02 14:30:49 UTC 2025","","test_cart","",""
"","47242","Изменение цены в блоке калькуляции по части позиций (Чек-бокс)","tests","Tue Sep 02 14:37:22 UTC 2025","broken","Tue Sep 02 14:38:09 UTC 2025","","test_cart","",""
"","47257","Выделение всего товара","tests","Tue Sep 02 14:22:35 UTC 2025","broken","Tue Sep 02 14:23:22 UTC 2025","","test_cart","",""
"","1083","При достижении определенной суммы стоимость доставки равна 0","tests","Tue Sep 02 15:05:17 UTC 2025","failed","Tue Sep 02 15:05:18 UTC 2025","","test_checkout","",""
"","26312","Применение валидного промокода к неподходящему товару","tests","Tue Sep 02 15:02:00 UTC 2025","broken","Tue Sep 02 15:02:26 UTC 2025","","test_checkout","",""
"","0","Кнопка Оформить заказ не активна если у пользователя не выбран получатель и адрес","tests","Tue Sep 02 15:04:58 UTC 2025","broken","Tue Sep 02 15:04:58 UTC 2025","","test_checkout","",""
"","21293","Закрытие окна Новый получатель через крестик","tests","Tue Sep 02 15:09:58 UTC 2025","broken","Tue Sep 02 15:10:20 UTC 2025","","test_checkout","",""
"","47224","Удаление всего товара (Корзина)","tests","Tue Sep 02 14:43:13 UTC 2025","broken","Tue Sep 02 14:44:01 UTC 2025","","test_cart","",""
"","18336","Активация окна изменения цены","tests","Tue Sep 02 14:54:41 UTC 2025","failed","Tue Sep 02 14:54:59 UTC 2025","","test_cart","",""
"","11782","Активация подсказки","tests","Tue Sep 02 15:04:19 UTC 2025","broken","Tue Sep 02 15:04:31 UTC 2025","","test_checkout","",""
"","20255","Переход в чек-аут","tests","Tue Sep 02 14:19:26 UTC 2025","broken","Tue Sep 02 14:19:46 UTC 2025","","test_cart","",""
"","20213","Отправка на печать","tests","Tue Sep 02 14:38:57 UTC 2025","broken","Tue Sep 02 14:39:17 UTC 2025","","test_cart","",""
"","0","Открытие модального окна Новый получатель через блок Покупатель и получатель","tests","Tue Sep 02 15:11:40 UTC 2025","broken","Tue Sep 02 15:11:40 UTC 2025","","test_checkout","",""
"","47420","Активация окна авторизации в пустой корзине","tests","Tue Sep 02 14:50:41 UTC 2025","broken","Tue Sep 02 14:51:28 UTC 2025","","test_cart","",""
"","21300","Активация окна Изменить получателя","tests","Tue Sep 02 15:14:54 UTC 2025","broken","Tue Sep 02 15:15:16 UTC 2025","","test_checkout","",""
"","1091","Переход на страницы Политика конфиденциальности и Договор-оферта","tests","Tue Sep 02 15:05:07 UTC 2025","failed","Tue Sep 02 15:05:08 UTC 2025","","test_checkout","",""
"","11368","Раскрытие блока 'Промокод'","tests","Tue Sep 02 15:00:47 UTC 2025","broken","Tue Sep 02 15:00:58 UTC 2025","","test_checkout","",""
"","7089","Удаление получателя","tests","Tue Sep 02 15:17:46 UTC 2025","broken","Tue Sep 02 15:17:54 UTC 2025","","test_checkout","",""
"","47246","Выделение части товара","tests","Tue Sep 02 14:25:04 UTC 2025","broken","Tue Sep 02 14:25:51 UTC 2025","","test_cart","",""
"","21341","Отмена удаления получателя","tests","Tue Sep 02 15:19:13 UTC 2025","broken","Tue Sep 02 15:19:34 UTC 2025","","test_checkout","",""
"","32073","Добавление товара из поиска","tests","Tue Sep 02 14:16:59 UTC 2025","broken","Tue Sep 02 14:17:31 UTC 2025","","test_add_to_cart","",""
"","1088","Итоговая стоимость заказа со скидкой по акции","tests","Tue Sep 02 15:04:50 UTC 2025","failed","Tue Sep 02 15:04:52 UTC 2025","","test_checkout","",""
"","17397","Закрытие блока изменения информации","tests","Tue Sep 02 14:55:41 UTC 2025","failed","Tue Sep 02 14:55:59 UTC 2025","","test_cart","",""
"","47238","Число рядом с кнопкой удалить","tests","Tue Sep 02 14:27:33 UTC 2025","broken","Tue Sep 02 14:28:20 UTC 2025","","test_cart","",""
"","46227","Удаление товара нажатием на крестик (Корзина)","tests","Tue Sep 02 14:32:28 UTC 2025","broken","Tue Sep 02 14:33:15 UTC 2025","","test_cart","",""
"","1086","Итоговая стоимость заказа с промокодом и доставкой","tests","Tue Sep 02 15:04:40 UTC 2025","failed","Tue Sep 02 15:04:41 UTC 2025","","test_checkout","",""
"","22521","Открытие листинга получателей (через кнопку Изменить)","tests","Tue Sep 02 15:12:31 UTC 2025","broken","Tue Sep 02 15:12:54 UTC 2025","","test_checkout","",""
"","21536","Активация окно подтверждения удаления","tests","Tue Sep 02 15:16:05 UTC 2025","broken","Tue Sep 02 15:16:27 UTC 2025","","test_checkout","",""
"","47645","Отмена удаления товара","tests","Tue Sep 02 14:45:42 UTC 2025","broken","Tue Sep 02 14:46:30 UTC 2025","","test_cart","",""
"","11185","Применение невалидного промокода","tests","Tue Sep 02 15:00:06 UTC 2025","broken","Tue Sep 02 15:00:17 UTC 2025","","test_checkout","",""
"","20233","Переход в чек-аут с пустым аккаунтом","tests","Tue Sep 02 14:20:33 UTC 2025","broken","Tue Sep 02 14:20:54 UTC 2025","","test_cart","",""
"","17313","Вернутся в корзину через кнопку 'Вернутся в корзину'","tests","Tue Sep 02 14:57:40 UTC 2025","failed","Tue Sep 02 14:57:57 UTC 2025","","test_cart","",""
"","21389","Добавление нового получателя со всеми полями","tests","Tue Sep 02 15:06:21 UTC 2025","broken","Tue Sep 02 15:06:42 UTC 2025","","test_checkout","",""
"","35166","Добавление товара из листинга","tests","Tue Sep 02 14:13:32 UTC 2025","broken","Tue Sep 02 14:14:07 UTC 2025","","test_add_to_cart","",""
"","21291","Добавление нового получателя только с обязательными полями","tests","Tue Sep 02 15:07:33 UTC 2025","broken","Tue Sep 02 15:07:54 UTC 2025","","test_checkout","",""
"","22400","Создание нового получателя со всеми валидными символами в ФИО","tests","Tue Sep 02 15:08:45 UTC 2025","broken","Tue Sep 02 15:09:08 UTC 2025","","test_checkout","",""
"","20227","Изменение количества товара через счетчик","tests","Tue Sep 02 14:40:04 UTC 2025","broken","Tue Sep 02 14:40:24 UTC 2025","","test_cart","",""
"","1090","Стоимость доставки не определена","tests","Tue Sep 02 15:05:28 UTC 2025","failed","Tue Sep 02 15:05:29 UTC 2025","","test_checkout","",""
